City,Country,Inexpensive Meal,Midrange Meal For 2,McMeal,Domestic Beer (at restaurant),Imported Beer (at restaurant),Cappuccino (at restaurant),Soft Drink (at restaurant),Water (at restaurant),Milk (at Grocery),White Bread,Rice,Eggs,Cheese,Chicken,Beef,Apples,Bananas,Oranges,Tomato,Potato,Onion,Lettuce,Water (at Grocery),Wine (at Grocery),Domestic Beer (at Grocery),Imported Beer (at Grocery),data_quality,Avg_Fruit,Avg_Veg,City/Country
Boleslawiec,Poland,4.51,15.78,3.38,2.79,1.35,1.96,1.46,1.35,0.59,1.09,0.9,2.43,11.83,4.51,12.4,0.79,1.01,1.2,2.7,0.6,0.75,0.9,0.38,5.63,0.73,1.24,0,1.0,1.2375,"Boleslawiec, Poland"
Westerville,United States,28.0,65.0,5.5,5.0,6.0,4.48,1.38,1.59,0.82,2.2,2.2,2.45,8.82,11.87,11.02,3.31,1.53,2.2,3.19,1.76,2.18,1.5,1.5,5.0,2.88,3.06,0,2.346666667,2.1575,"Westerville, United States"
Geel,Belgium,23.71,89.57,12.12,3.69,3.42,2.9,2.63,2.63,1.26,3.16,3.16,2.53,23.18,11.59,15.81,2.63,,,,,,,,10.54,,,0,2.63,,"Geel, Belgium"
Sint-Truiden,Belgium,15.81,63.22,9.38,4.21,3.69,2.37,2.63,2.74,0.83,1.58,2.81,2.19,10.96,8.43,11.59,1.93,2.11,2.11,1.05,2.37,1.25,1.32,0.89,8.17,1.69,2.11,0,2.05,1.4975,"Sint-Truiden, Belgium"
Lugoj,Romania,4.28,16.06,5.35,1.28,1.28,1.58,1.07,0.9,1.07,0.59,1.16,2.36,5.7,5.11,9.38,0.85,1.17,0.98,1.11,0.54,0.69,0.53,0.43,4.28,0.84,1.47,0,1.0,0.7175,"Lugoj, Romania"
Spanish Fork,United States,15.0,95.0,9.0,6.0,7.0,7.0,2.0,1.0,1.25,3.27,,,7.5,,,3.31,2.19,3.31,3.31,3.31,3.31,,1.5,9.0,,2.5,0,2.936666667,3.31,"Spanish Fork, United States"
Pottsville,United States,,30.0,5.0,3.0,5.0,3.15,,1.0,,,1.96,,10.46,,,,0.99,,,,1.08,0.99,,15.0,4.29,5.0,0,0.99,1.035,"Pottsville, United States"
Braine-l'Alleud,Belgium,26.34,79.03,6.32,3.16,5.27,2.63,2.11,,,2.42,2.11,,31.61,,,2.63,2.63,4.21,3.16,,3.16,1.58,1.79,4.74,,,0,3.156666667,2.633333333,"Braine-l'Alleud, Belgium"
Pyu,Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,"Pyu, Myanmar"
Buffalo Grove,United States,15.0,50.0,6.88,4.0,6.0,4.25,2.28,1.95,0.8,2.55,3.94,2.75,8.27,7.71,13.83,3.86,1.54,4.41,3.66,2.2,2.19,1.78,1.45,12.0,2.14,2.5,0,3.27,2.4575,"Buffalo Grove, United States"
Whanganui,New Zealand,12.83,44.9,8.98,3.21,5.13,2.99,2.67,2.03,1.84,1.82,2.2,4.62,8.33,8.55,11.44,2.56,2.24,3.1,3.85,3.95,2.88,2.56,1.44,7.7,3.42,6.2,0,2.633333333,3.31,"Whanganui, New Zealand"
Povazska Bystrica,Slovakia,4.48,18.44,5.27,1.32,1.74,1.37,1.3,0.93,0.71,1.04,1.15,2.42,10.01,3.16,10.54,1.26,1.57,1.26,2.63,0.53,0.63,0.84,0.53,4.74,0.63,1.51,0,1.363333333,1.1575,"Povazska Bystrica, Slovakia"
Skovde,Sweden,11.62,43.58,7.75,4.84,4.36,3.39,1.69,1.45,1.21,1.6,1.94,2.52,8.7,4.84,14.53,2.18,1.89,1.94,2.66,1.18,1.2,2.42,1.4,6.29,1.45,1.84,0,2.003333333,1.865,"Skovde, Sweden"
Wageningen,Netherlands,15.81,73.76,8.43,5.69,4.16,3.15,2.49,2.56,1.08,2.04,2.11,2.07,11.77,8.41,28.97,2.84,1.35,1.49,2.61,1.01,0.95,0.81,0.63,6.31,1.25,1.78,0,1.893333333,1.345,"Wageningen, Netherlands"
Torrington,United States,17.5,80.0,9.04,7.0,7.0,4.73,2.42,1.72,1.16,4.25,4.42,4.56,13.55,11.43,16.7,5.34,3.16,3.45,4.48,2.65,2.98,2.03,2.0,13.0,2.57,2.83,0,3.983333333,3.035,"Torrington, United States"
Voghera,Italy,14.23,60.59,8.43,5.27,3.69,1.84,2.9,1.11,1.16,1.93,2.4,2.91,15.67,9.72,15.21,2.14,2.11,2.11,2.24,1.36,1.14,1.05,0.37,4.74,1.24,1.62,0,2.12,1.4475,"Voghera, Italy"
Cedar City,United States,,,7.5,,6.0,4.0,,1.25,0.87,2.41,2.18,,9.14,7.69,7.69,3.08,2.03,2.84,3.06,2.08,2.41,1.79,2.29,12.0,1.74,1.48,0,2.65,2.335,"Cedar City, United States"
Crystal Lake,United States,,50.0,6.75,,5.5,4.25,,1.31,0.79,2.19,7.53,2.25,11.76,,13.21,6.61,1.54,4.55,6.31,1.1,5.28,1.5,2.0,16.5,1.14,2.7,0,4.233333333,3.5475,"Crystal Lake, United States"
Lake Oswego,United States,,50.0,11.0,4.0,6.0,4.0,,1.92,,,1.61,,6.61,,,2.91,0.97,2.93,4.37,1.12,1.94,1.56,,16.0,,,0,2.27,2.2475,"Lake Oswego, United States"
Muskogee,United States,11.0,44.0,8.0,3.0,6.0,4.36,1.5,1.46,0.91,2.6,3.48,5.23,7.11,11.74,15.37,4.85,1.23,4.31,4.43,1.83,1.76,1.29,2.09,10.0,3.33,2.6,0,3.463333333,2.3275,"Muskogee, United States"
Steyr,Austria,12.64,52.69,9.48,3.42,3.69,3.16,3.16,2.37,1.05,1.78,1.79,2.92,9.96,10.75,15.81,2.11,2.1,2.34,2.11,1.63,1.37,1.05,0.54,5.27,1.05,1.11,0,2.183333333,1.54,"Steyr, Austria"
Citta di Castello,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,"Citta di Castello, Italy"
Plasencia,Spain,10.54,42.15,7.38,2.63,2.37,1.58,1.56,1.05,0.81,0.79,1.23,1.9,8.43,7.26,12.4,1.26,1.58,1.26,1.37,0.95,0.95,1.05,0.61,3.16,1.02,0.95,0,1.366666667,1.08,"Plasencia, Spain"
Schio,Italy,12.64,57.96,8.96,5.01,3.69,1.37,1.95,1.05,0.73,0.63,,5.15,,7.58,,1.37,1.73,,2.37,,,,0.37,5.27,1.05,1.15,0,1.55,2.37,"Schio, Italy"
La Chaux-de-Fonds,Switzerland,19.23,90.82,13.89,6.41,4.27,4.36,4.14,3.47,1.6,3.21,2.77,5.37,21.01,24.04,44.07,4.28,2.89,2.49,4.27,2.49,2.63,2.31,1.34,10.68,1.89,2.49,0,3.22,2.925,"La Chaux-de-Fonds, Switzerland"
Rosario,Brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,"Rosario, Brazil"
Stirling,United Kingdom,14.76,73.8,8.0,4.67,4.31,3.08,1.82,1.39,1.41,1.63,2.46,1.99,7.69,6.92,6.81,2.46,1.88,2.46,4.43,2.05,1.33,1.07,1.62,9.53,2.19,2.71,0,2.266666667,2.22,"Stirling, United Kingdom"
Onesti,Romania,11.13,32.11,4.28,1.28,1.93,1.78,1.82,1.61,1.47,0.66,1.41,2.41,6.25,4.28,8.03,0.86,1.07,1.06,2.33,0.43,0.64,0.54,0.53,4.28,0.83,0.86,0,0.996666667,0.985,"Onesti, Romania"
Borlange,Sweden,9.68,,6.29,6.29,6.29,2.91,1.45,1.45,1.0,1.45,3.05,2.32,6.05,9.2,13.56,2.18,2.03,1.94,2.0,1.1,0.92,1.94,,6.78,1.31,1.4,0,2.05,1.49,"Borlange, Sweden"
Issaquah,United States,20.0,65.0,9.0,7.0,6.5,4.82,2.26,2.3,0.96,3.31,3.34,2.93,16.17,7.25,11.02,4.56,1.96,2.82,4.26,1.68,2.2,2.0,1.75,15.0,1.84,3.42,0,3.113333333,2.535,"Issaquah, United States"
Dubbo,Australia,16.99,88.35,7.99,5.44,6.8,3.06,2.72,2.72,2.04,2.72,2.55,3.26,6.12,13.59,18.01,3.06,2.21,3.06,4.76,2.21,1.53,5.44,2.55,13.59,6.18,6.12,0,2.776666667,3.485,"Dubbo, Australia"
Streamwood,United States,15.0,70.0,8.0,3.5,5.55,4.4,2.5,1.9,0.86,2.94,1.93,3.9,10.29,7.17,13.96,4.19,1.54,4.41,6.31,3.75,1.98,1.5,1.5,12.0,1.14,3.75,0,3.38,3.385,"Streamwood, United States"
Arecibo,Puerto Rico,12.0,70.0,7.75,2.0,3.5,2.88,1.3,1.15,1.65,2.99,2.94,2.99,7.72,7.17,9.7,5.36,1.97,3.82,5.84,4.41,4.41,2.17,1.92,13.5,2.1,3.83,0,3.716666667,4.2075,"Arecibo, Puerto Rico"
Kalispell,United States,15.0,80.0,10.0,4.5,5.0,4.33,2.02,1.66,1.1,4.2,5.66,3.96,14.67,10.78,12.7,9.24,2.99,9.46,5.78,4.17,3.17,2.94,3.0,15.99,,6.99,0,7.23,4.015,"Kalispell, United States"
Mooresville,United States,15.0,65.0,7.25,3.38,5.0,3.33,2.17,1.46,0.84,2.88,3.26,3.35,8.53,16.33,17.52,3.4,1.5,2.68,2.78,1.97,1.7,1.61,1.5,8.99,3.01,2.75,0,2.526666667,2.015,"Mooresville, United States"
Siguatepeque,Honduras,2.0,26.0,,1.0,2.0,2.0,2.0,1.0,1.05,1.0,1.0,2.26,3.0,4.2,6.8,2.31,0.62,0.5,0.3,1.04,1.0,1.0,1.5,10.0,1.0,1.84,0,1.143333333,0.835,"Siguatepeque, Honduras"
Crestview,United States,30.0,125.0,10.0,3.0,6.0,6.0,2.0,1.17,1.06,2.53,3.89,3.3,8.8,11.02,14.31,3.58,1.28,2.2,3.79,5.72,2.2,0.99,1.29,7.99,2.86,2.75,0,2.353333333,3.175,"Crestview, United States"
Clinton,United States,,,7.0,,3.25,4.0,,1.75,,,6.61,,8.82,,,6.61,2.2,5.51,,,2.76,2.5,2.0,,,3.5,0,4.773333333,2.63,"Clinton, United States"
Moses Lake,United States,,,7.0,,7.0,5.32,,2.5,1.24,7.71,3.85,3.99,16.53,11.02,,6.6,2.08,2.97,6.6,2.2,3.3,2.25,2.0,13.0,,3.56,0,3.883333333,3.5875,"Moses Lake, United States"
Marinha Grande,Portugal,9.48,18.97,6.59,1.26,2.63,1.26,0.84,,0.74,1.58,1.05,1.52,,6.32,10.54,2.11,1.58,1.9,1.9,2.11,1.58,1.05,0.84,5.27,,,0,1.863333333,1.66,"Marinha Grande, Portugal"
Furstenfeldbruck,Germany,12.64,52.69,8.43,3.69,3.58,2.63,2.21,1.51,1.09,2.18,4.48,3.7,19.32,12.12,21.07,3.86,2.35,3.69,3.16,2.63,2.11,1.32,0.95,6.32,1.26,1.05,0,3.3,2.305,"Furstenfeldbruck, Germany"
Brasschaat,Belgium,12.64,84.3,6.82,5.8,3.69,3.42,3.16,2.11,0.95,3.16,2.9,2.63,10.54,10.54,9.48,2.74,1.58,2.11,2.16,1.53,1.42,0.84,1.05,5.27,2.11,3.16,0,2.143333333,1.4875,"Brasschaat, Belgium"
Groton,United States,25.0,55.0,9.5,5.0,8.0,5.33,2.0,2.0,,,,,,,,,,,,,,,,,,,0,,,"Groton, United States"
Tuusula,Finland,15.81,73.76,10.8,6.32,6.32,3.51,2.7,1.3,0.7,1.45,1.15,1.83,3.95,10.47,16.81,1.04,1.68,1.03,2.11,0.68,1.15,1.58,1.0,12.64,1.79,2.0,0,1.25,1.38,"Tuusula, Finland"
Nove Zamky,Slovakia,5.27,26.34,5.53,1.32,1.9,1.93,1.02,0.77,0.79,0.84,1.63,2.27,16.86,7.37,10.54,1.89,1.72,2.11,2.63,0.77,0.79,,0.79,3.16,1.05,,0,1.906666667,1.396666667,"Nove Zamky, Slovakia"
Great Yarmouth,United Kingdom,11.07,55.35,7.38,4.92,4.92,2.92,1.38,1.23,1.01,0.98,0.74,1.57,4.92,4.31,7.38,1.35,0.86,1.91,1.72,0.49,0.62,0.53,0.37,4.92,1.09,1.83,0,1.373333333,0.84,"Great Yarmouth, United Kingdom"
Karditsa,Greece,17.91,47.42,11.59,5.01,5.27,3.34,2.11,0.53,1.23,1.23,1.4,2.61,10.27,7.02,12.64,1.86,1.9,1.58,0.95,0.81,0.95,0.74,0.95,5.8,1.05,1.21,0,1.78,0.8625,"Karditsa, Greece"
Kaka,Turkmenistan,28.57,142.86,10.0,4.29,14.29,5.36,5.64,0.68,4.21,0.9,5.91,5.14,19.38,12.96,20.38,2.8,6.14,11.14,3.86,2.67,1.71,1.6,1.31,14.29,3.71,12.29,0,6.693333333,2.46,"Kaka, Turkmenistan"
Villagarcia de Arosa,Spain,10.54,42.15,7.38,1.9,2.63,1.58,1.69,1.1,0.84,0.77,1.72,1.9,7.67,8.8,12.0,1.89,1.98,2.11,1.97,1.52,1.69,1.0,0.56,6.32,1.02,1.95,0,1.993333333,1.545,"Villagarcia de Arosa, Spain"
Pleasant Grove,United States,,,,,,,,,,4.18,,,13.21,,15.41,1.43,,,,3.86,,2.0,,,,,0,1.43,2.93,"Pleasant Grove, United States"
Taounate,Morocco,1.89,7.56,5.67,2.36,1.89,0.66,0.43,0.31,0.71,0.24,0.99,1.08,5.67,3.54,7.08,0.85,0.94,0.38,0.33,0.33,0.33,0.14,0.57,6.61,1.79,2.42,0,0.723333333,0.2825,"Taounate, Morocco"
Goes,Netherlands,17.39,61.12,12.12,6.32,3.16,3.16,2.74,1.95,1.05,2.6,2.24,1.72,12.45,9.34,28.97,2.68,1.35,1.36,2.72,1.01,0.94,0.79,1.32,5.26,1.61,2.44,0,1.796666667,1.365,"Goes, Netherlands"
Menomonee Falls,United States,,,,,,,,,1.03,2.47,4.41,2.99,,,17.64,3.31,,,,,,,,16.0,,,0,3.31,,"Menomonee Falls, United States"
Sighetu Marmatiei,Romania,10.7,42.82,6.42,1.07,,1.28,1.28,0.64,,,,,,3.21,,1.07,1.71,1.71,,1.07,0.86,0.43,0.43,,,1.07,0,1.496666667,0.786666667,"Sighetu Marmatiei, Romania"
Haugesund,Norway,15.41,82.2,12.33,8.79,8.73,4.42,3.42,2.93,1.94,2.41,1.88,3.73,10.78,12.94,28.96,2.51,2.05,2.71,2.65,1.72,2.23,2.21,1.65,14.9,3.48,3.38,1,2.423333333,2.2025,"Haugesund, Norway"
Sao Goncalo dos Campos,Brazil,5.36,38.32,6.71,1.53,4.12,1.99,1.16,0.38,0.8,1.44,1.25,1.83,6.51,4.12,8.77,1.34,0.38,0.77,1.34,1.21,0.96,1.01,0.65,3.45,1.62,3.74,0,0.83,1.13,"Sao Goncalo dos Campos, Brazil"
Kailua,United States,14.75,45.0,10.0,6.25,7.5,5.12,2.5,2.12,1.59,5.51,7.72,5.0,14.7,14.33,17.09,7.17,3.38,4.41,8.08,3.09,4.62,3.62,2.38,12.0,1.79,1.43,0,4.986666667,4.8525,"Kailua, United States"
Goryachiy Klyuch,Russia,9.6,40.0,4.8,1.2,2.24,2.83,1.25,0.61,1.25,0.7,1.67,1.7,7.25,4.59,8.53,1.6,1.24,2.13,3.15,1.01,0.59,0.82,0.72,9.6,1.12,1.87,0,1.656666667,1.3925,"Goryachiy Klyuch, Russia"
Molndal,Sweden,9.68,58.1,8.23,4.84,3.87,3.76,1.21,0.68,1.21,2.13,2.23,2.79,8.85,7.7,9.68,2.42,1.89,0.97,1.84,1.28,0.97,0.77,1.44,6.29,1.81,1.96,0,1.76,1.215,"Molndal, Sweden"
Pahrump,United States,,40.0,9.0,6.0,6.0,5.5,,1.33,0.79,,3.95,,10.68,,21.34,6.71,2.18,4.39,5.11,4.46,3.13,1.54,2.69,9.0,4.29,4.36,0,4.426666667,3.56,"Pahrump, United States"
Frankston,Australia,13.59,40.77,9.51,5.44,3.06,3.62,2.49,2.04,0.97,2.21,1.55,3.14,6.8,5.78,16.99,3.31,2.63,3.23,4.3,3.57,2.04,2.04,1.02,11.89,4.08,5.78,0,3.056666667,2.9875,"Frankston, Australia"
Cisterna di Latina,Italy,10.01,42.15,8.43,3.69,3.16,1.48,1.58,1.05,0.84,1.0,0.53,3.16,7.38,7.9,12.64,1.05,1.58,1.05,2.11,1.58,1.58,0.79,0.21,5.8,2.11,3.16,0,1.226666667,1.515,"Cisterna di Latina, Italy"
Rock Island,United States,10.0,50.0,5.25,,4.0,3.0,1.85,1.0,1.39,1.36,1.95,2.99,9.92,6.55,11.0,4.82,1.91,3.85,5.49,1.12,1.63,1.94,1.27,9.0,1.71,1.75,0,3.526666667,2.545,"Rock Island, United States"
Evans,United States,,50.0,11.0,5.0,3.0,2.5,,1.5,0.92,2.2,4.41,,7.72,,19.06,4.96,2.63,7.72,3.73,6.37,2.05,1.25,3.0,11.5,,,0,5.103333333,3.35,"Evans, United States"
Timbo,Brazil,4.79,38.32,7.66,2.87,3.07,1.53,0.77,0.38,0.65,0.96,0.67,1.49,6.23,2.68,7.09,1.15,0.77,0.71,,0.67,0.84,0.72,0.67,7.66,0.96,2.68,0,0.876666667,0.743333333,"Timbo, Brazil"
Commack,United States,,100.0,10.0,5.0,7.0,7.0,,3.0,,,,,,,,,,,,,,,,,,,0,,,"Commack, United States"
Mangalia,Romania,7.49,32.11,5.35,1.5,2.14,2.01,0.98,0.84,1.25,0.86,1.25,2.06,5.35,4.28,6.42,1.01,1.27,1.07,1.55,0.58,0.67,0.43,0.43,3.21,0.72,0.86,0,1.116666667,0.8075,"Mangalia, Romania"
`Afrin,Syria,5.98,37.35,,2.49,1.0,0.75,1.15,0.55,0.5,0.5,0.82,1.2,3.0,3.0,7.0,0.8,1.0,0.38,0.8,0.33,0.38,0.5,0.2,7.48,0.7,1.0,0,0.726666667,0.5025,"`Afrin, Syria"
Porsgrunn,Norway,18.5,70.9,14.9,9.92,9.97,4.42,3.49,3.01,2.16,3.46,1.64,3.87,12.06,14.39,38.48,3.19,2.84,3.08,4.11,2.16,2.72,2.52,2.77,26.2,3.36,5.0,0,3.036666667,2.8775,"Porsgrunn, Norway"
Pinerolo,Italy,13.7,42.15,5.8,5.27,5.27,1.05,,,1.79,2.37,1.58,3.79,12.64,10.54,15.81,2.11,2.11,3.16,3.16,2.11,2.11,1.05,0.32,5.27,1.28,1.05,0,2.46,2.1075,"Pinerolo, Italy"
Nuoro,Italy,15.81,52.69,8.43,4.21,3.16,1.57,2.11,0.97,1.15,2.26,2.5,3.0,15.15,9.29,14.62,2.42,1.59,2.05,2.86,1.21,1.43,1.58,0.4,5.53,1.49,1.88,0,2.02,1.77,"Nuoro, Italy"
Innisfil,Canada,14.82,59.29,9.63,4.82,5.37,3.33,1.95,1.53,1.96,2.22,2.43,2.96,8.28,11.92,13.14,3.2,1.26,2.99,3.36,2.81,2.47,2.3,1.48,11.86,1.8,2.47,0,2.483333333,2.735,"Innisfil, Canada"
Yorktown,United States,21.0,49.5,8.75,4.0,5.5,3.81,1.5,1.62,0.85,3.3,1.65,5.0,11.38,4.41,14.33,4.92,2.44,5.14,4.4,2.2,2.94,1.43,1.0,10.0,1.29,1.73,0,4.166666667,2.7425,"Yorktown, United States"
Cassino,Italy,15.81,63.22,9.48,2.63,3.16,1.19,2.11,1.05,1.0,1.21,2.11,2.28,12.64,8.43,12.64,1.69,1.16,1.86,2.11,0.9,1.05,1.05,1.05,3.69,1.16,1.16,0,1.57,1.2775,"Cassino, Italy"
Udhampur,India,1.6,10.44,2.76,1.84,1.97,0.86,0.34,0.2,0.61,0.43,0.61,0.88,4.61,3.78,9.01,1.92,0.61,1.38,0.52,0.33,0.35,0.77,0.29,6.75,1.41,2.7,0,1.303333333,0.4925,"Udhampur, India"
At Turrah,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,"At Turrah, Jordan"
Conegliano,Italy,15.81,61.12,8.43,3.16,3.95,1.82,2.27,1.4,1.31,1.84,1.41,3.86,11.94,10.46,18.09,2.16,1.39,2.74,3.27,1.36,1.36,1.05,0.67,3.16,2.64,2.48,0,2.096666667,1.76,"Conegliano, Italy"
Gillette,United States,12.0,45.0,4.78,4.0,5.0,4.42,2.0,1.73,0.89,1.5,5.51,2.5,7.17,12.3,11.02,3.03,1.24,1.93,2.2,1.65,1.31,1.25,1.15,20.0,0.85,3.25,0,2.066666667,1.6025,"Gillette, United States"
Belluno,Italy,12.64,63.22,8.43,5.01,3.95,1.52,2.63,1.58,1.16,1.99,1.71,2.18,8.96,5.9,13.7,1.42,1.35,1.51,1.69,0.97,1.57,0.79,0.38,5.27,1.05,1.47,0,1.426666667,1.255,"Belluno, Italy"
Tooele,United States,11.0,50.0,7.5,3.75,5.0,4.74,2.25,1.4,0.79,2.63,2.92,2.7,6.59,13.21,13.18,3.49,1.56,2.48,2.04,0.88,1.75,1.56,2.0,7.0,2.83,1.98,0,2.51,1.5575,"Tooele, United States"
Prattville,United States,20.0,60.0,12.5,3.0,,,2.0,,1.08,3.08,2.76,2.17,11.02,15.43,17.64,,,,3.26,,,1.89,,12.0,,,0,,2.575,"Prattville, United States"
Prince Albert,Canada,11.12,50.4,8.89,4.45,5.19,2.73,1.99,1.76,1.14,1.66,4.45,2.96,8.4,13.36,14.76,4.56,2.66,3.46,4.38,2.96,2.84,1.6,1.71,19.64,1.86,2.22,0,3.56,2.945,"Prince Albert, Canada"
Trebic,Czech Republic,6.49,51.91,7.14,1.73,1.62,1.87,1.19,0.87,0.65,0.65,0.87,1.56,12.98,2.6,4.33,1.3,1.73,2.6,3.46,1.3,1.73,0.87,0.26,2.6,,0.65,0,1.876666667,1.84,"Trebic, Czech Republic"
Uster,Switzerland,23.51,106.85,16.03,6.68,5.24,5.54,4.36,3.47,1.74,3.36,2.85,6.01,24.25,19.25,32.59,3.58,2.97,2.71,4.44,3.15,2.45,2.82,0.68,13.09,1.8,2.0,0,3.086666667,3.215,"Uster, Switzerland"
Cha-am,Thailand,1.58,28.8,4.9,1.58,2.81,1.8,0.55,0.33,1.25,1.15,0.94,1.55,11.52,1.44,5.76,2.33,0.82,1.71,0.94,1.08,0.78,0.72,0.44,14.4,1.55,1.73,0,1.62,0.88,"Cha-am, Thailand"
Angra do Heroismo,Portugal,7.9,36.88,7.38,2.32,2.11,1.4,1.12,1.05,0.58,0.76,1.51,2.09,8.13,9.27,10.54,1.51,0.67,1.51,1.51,1.16,0.7,1.05,1.58,10.54,2.26,2.11,0,1.23,1.105,"Angra do Heroismo, Portugal"
Auxerre,France,10.54,42.15,8.43,4.21,5.27,1.58,,1.05,,,,,,,,,,,,,,,,,,,0,,,"Auxerre, France"
Crema,Italy,15.81,63.22,7.38,5.8,6.32,1.37,2.99,1.05,0.84,2.11,3.16,3.79,14.75,10.54,12.64,2.11,2.63,1.58,,1.16,1.05,1.69,0.42,4.21,1.69,1.37,0,2.106666667,1.3,"Crema, Italy"
Gorizia,Italy,10.54,31.61,7.9,2.11,4.21,1.65,2.5,1.58,1.23,1.48,2.09,4.05,9.48,7.9,12.64,1.97,1.58,1.69,2.9,0.63,1.05,1.86,0.32,3.16,1.05,1.26,0,1.746666667,1.61,"Gorizia, Italy"
Trinec,Czech Republic,5.62,17.3,5.19,1.64,1.73,1.73,1.36,1.08,0.98,1.0,1.3,1.72,8.65,6.43,12.62,1.3,1.3,1.55,1.73,0.79,0.67,1.24,0.52,4.33,0.65,0.87,0,1.383333333,1.1075,"Trinec, Czech Republic"
Tienen,Belgium,15.81,57.96,9.3,3.95,3.16,3.29,2.63,2.36,0.96,1.72,1.69,2.43,12.59,8.92,16.86,2.25,1.67,2.05,2.59,1.91,1.07,0.99,0.67,6.85,1.36,1.94,0,1.99,1.64,"Tienen, Belgium"
Campbell River,Canada,14.82,44.47,8.89,4.45,5.93,3.93,2.08,1.7,3.1,2.5,6.11,3.44,22.16,15.22,18.57,4.77,1.39,3.58,4.0,2.81,2.2,2.47,2.47,11.12,1.48,4.45,0,3.246666667,2.87,"Campbell River, Canada"
Azazga,Algeria,1.61,13.51,2.67,1.59,1.77,0.36,0.51,0.22,0.45,0.08,0.87,1.36,,7.23,13.02,1.81,2.17,1.45,0.72,0.36,0.11,,0.27,7.23,1.08,1.45,0,1.81,0.396666667,"Azazga, Algeria"
New City,United States,,,8.5,,8.0,5.17,,1.5,,,5.5,,13.59,,,3.24,1.57,3.51,3.52,2.08,2.84,2.5,2.29,4.99,,3.38,0,2.773333333,2.735,"New City, United States"
Owings Mills,United States,20.0,40.0,6.0,5.0,6.0,4.0,1.5,1.5,,,6.16,,14.32,,17.64,4.5,1.15,3.66,5.5,2.79,2.93,1.99,1.99,10.99,2.74,3.89,0,3.103333333,3.3025,"Owings Mills, United States"
La Porte,United States,13.0,35.0,9.0,3.0,5.12,5.5,1.5,1.5,0.76,1.75,,1.39,,,,4.17,2.18,,4.17,2.2,,1.99,,,3.0,4.25,0,3.175,2.786666667,"La Porte, United States"
Armacao dos Buzios,Brazil,8.14,57.48,6.23,2.3,1.92,2.01,1.51,0.67,,2.3,,1.92,5.75,,7.66,,,,,,,,0.57,8.62,0.66,1.05,0,,,"Armacao dos Buzios, Brazil"
Odorheiu Secuiesc,Romania,,,,,,,,,,,0.64,,12.84,3.75,4.71,1.13,2.57,1.73,2.14,0.61,0.75,0.96,0.52,,0.79,1.28,0,1.81,1.115,"Odorheiu Secuiesc, Romania"
Victoria,Chile,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,"Victoria, Chile"
Sint-Pieters-Leeuw,Belgium,13.7,73.76,9.48,4.21,4.43,2.77,2.39,2.5,0.88,2.05,1.58,2.84,14.66,9.97,17.31,2.39,1.4,2.5,2.56,1.42,1.23,1.12,1.0,6.32,2.21,3.33,0,2.096666667,1.5825,"Sint-Pieters-Leeuw, Belgium"
DeLand,United States,15.0,50.0,8.5,2.75,8.5,3.76,2.25,1.75,0.76,2.17,2.17,,7.82,6.61,11.85,3.3,1.43,3.31,4.32,4.11,1.84,0.99,1.95,12.0,1.87,2.42,0,2.68,2.815,"DeLand, United States"
Merrillville,United States,15.0,50.0,8.0,4.0,6.0,4.08,2.19,1.62,0.67,2.76,4.24,2.5,11.75,5.82,6.61,4.51,1.1,4.96,3.4,1.65,2.13,1.77,2.0,14.0,2.26,2.12,0,3.523333333,2.2375,"Merrillville, United States"
Dupnitsa,Bulgaria,10.69,26.72,,1.6,1.07,1.07,1.07,0.8,1.14,1.07,2.14,3.21,10.69,6.41,,,1.15,1.3,,0.8,0.51,,0.68,,0.64,,0,1.225,0.655,"Dupnitsa, Bulgaria"
Crailsheim,Germany,11.33,77.98,6.59,2.53,2.79,2.81,2.11,2.11,0.79,0.74,2.18,3.37,,8.43,14.75,2.8,0.95,2.74,2.85,1.74,,0.74,0.53,3.16,,,0,2.163333333,1.776666667,"Crailsheim, Germany"
Zweibrucken,Germany,,94.84,5.27,4.21,3.16,2.32,2.42,2.63,1.04,2.63,,,,,,,,,,,,,,,,,0,,,"Zweibrucken, Germany"
Bugojno,Bosnia And Herzegovina,4.03,14.24,3.23,1.61,1.88,1.21,1.48,0.94,0.87,0.98,1.09,1.91,6.58,5.38,9.68,1.01,1.48,1.45,1.05,0.71,1.25,0.54,0.54,3.23,0.87,1.02,0,1.313333333,0.8875,"Bugojno, Bosnia And Herzegovina"
Kopavogur,Iceland,15.89,67.33,13.82,8.15,5.67,4.36,2.09,1.77,1.47,3.24,3.14,4.25,12.05,15.59,16.3,2.62,1.98,2.26,3.44,2.45,1.22,2.45,1.69,19.49,3.04,2.56,0,2.286666667,2.39,"Kopavogur, Iceland"
Pullman,United States,15.0,30.0,8.0,6.0,4.99,5.49,1.56,1.12,0.66,2.97,5.09,1.5,9.92,15.41,12.96,3.78,1.86,4.17,2.84,3.67,4.67,2.98,1.83,12.0,4.29,3.67,0,3.27,3.54,"Pullman, United States"
