City,Country,Inexpensive Meal,Midrange Meal For 2,McMeal,Domestic Beer (at restaurant),Imported Beer (at restaurant),Cappuccino (at restaurant),Soft Drink (at restaurant),Water (at restaurant),Milk (at Grocery),White Bread,Rice,Eggs,Cheese,Chicken,Beef,Apples,Bananas,Oranges,Tomato,Potato,Onion,Lettuce,Water (at Grocery),Wine (at Grocery),Domestic Beer (at Grocery),Imported Beer (at Grocery),City/Country,Avg_Fruit,Avg_Veg,year,data_quality
Erlangen,Germany,14.23,44.78,8.43,3.69,3.69,3.0,2.72,2.47,1.02,2.45,2.11,2.67,13.75,7.66,25.99,2.29,1.68,2.08,0.83,1.16,1.17,1.36,0.65,6.32,0.57,1.58,"Erlangen, Germany",2.016666667,1.13,2022,1.0
Vicenza,Italy,13.7,63.22,8.96,5.27,4.21,1.61,2.77,1.51,1.46,2.05,1.62,3.46,10.52,9.02,17.54,2.03,1.84,2.34,3.26,1.29,2.11,1.98,0.49,5.27,1.93,2.37,"Vicenza, Italy",2.07,2.16,2022,1.0
Kristiansand,Norway,15.41,82.2,12.33,9.25,9.25,4.01,3.13,2.77,1.88,2.82,3.19,4.24,9.99,13.11,29.03,2.98,2.57,2.84,3.58,2.1,2.14,2.31,1.58,11.82,3.49,4.52,"Kristiansand, Norway",2.796666667,2.5325,2022,1.0
Jena,Germany,7.38,73.76,8.43,3.16,3.16,2.7,2.04,2.63,1.03,1.46,2.28,2.46,9.62,8.39,8.96,2.81,1.48,2.1,1.81,0.88,0.98,0.95,0.52,5.27,0.7,1.58,"Jena, Germany",2.13,1.155,2022,1.0
Funchal,Portugal,8.43,36.88,7.38,2.9,2.11,1.38,1.4,1.12,0.66,1.28,0.94,2.44,7.02,4.86,7.87,1.44,1.22,1.17,1.33,0.92,1.25,1.13,0.76,4.85,1.18,2.27,"Funchal, Portugal",1.276666667,1.1575,2022,1.0
Maidstone,United Kingdom,18.45,58.43,8.61,4.72,4.92,3.54,2.37,1.36,1.34,1.7,2.19,3.41,13.53,12.39,12.3,4.36,2.49,3.12,2.45,1.89,1.93,1.09,1.56,9.53,2.16,2.91,"Maidstone, United Kingdom",3.323333333,1.84,2022,1.0
Everett,United States,20.0,65.0,9.0,5.0,6.5,4.82,2.26,1.83,0.96,3.3,3.34,2.93,11.65,13.29,21.67,4.69,1.96,3.33,4.41,1.68,2.08,2.15,1.75,15.0,1.84,4.19,"Everett, United States",3.326666667,2.58,2022,1.0
Tuzla,Bosnia And Herzegovina,4.3,23.65,5.38,1.48,1.61,1.23,1.34,0.81,0.82,0.73,1.54,1.89,5.4,6.34,8.98,0.98,1.3,1.36,1.43,0.71,0.76,0.96,0.61,5.11,0.66,0.98,"Tuzla, Bosnia And Herzegovina",1.213333333,0.965,2022,1.0
Winterthur,Switzerland,23.51,106.85,16.03,6.94,5.24,5.54,4.36,3.47,1.9,3.94,2.85,6.97,30.63,22.57,32.59,3.58,2.97,2.71,4.44,3.7,3.74,2.82,0.68,13.89,1.8,2.0,"Winterthur, Switzerland",3.086666667,3.675,2022,1.0
Basingstoke,United Kingdom,18.45,73.8,7.38,4.31,4.92,3.42,1.68,1.25,1.2,1.48,2.46,2.48,8.79,7.25,17.57,2.33,1.02,1.52,1.9,1.4,1.17,0.9,1.21,9.84,2.14,3.07,"Basingstoke, United Kingdom",1.623333333,1.3425,2022,1.0
Bend,United States,27.5,90.0,10.0,6.0,6.0,4.69,2.5,1.84,0.94,5.02,8.1,4.83,15.79,19.84,21.3,4.67,1.61,5.29,8.88,2.93,2.97,2.16,2.7,17.0,4.29,3.33,"Bend, United States",3.856666667,4.235,2022,1.0
Samsun,Turkey,3.22,13.42,3.76,1.56,1.88,1.29,0.52,0.14,0.74,0.52,1.38,1.22,5.5,3.89,7.91,0.55,1.28,0.84,0.66,0.48,0.37,0.63,0.19,6.98,1.52,1.88,"Samsun, Turkey",0.89,0.535,2022,1.0
Moncton,Canada,17.79,59.29,7.78,4.82,5.19,3.95,1.64,1.42,2.62,2.64,3.99,3.45,10.92,9.81,8.45,4.97,1.63,4.41,3.31,3.47,4.06,2.58,2.42,13.34,3.09,3.82,"Moncton, Canada",3.67,3.355,2022,1.0
Kefar Sava,Israel,23.49,73.4,13.8,9.25,8.22,3.93,2.64,1.98,1.74,2.1,3.04,4.03,13.7,9.17,13.6,4.25,2.53,2.19,1.76,1.31,1.21,1.91,0.96,11.74,3.22,2.83,"Kefar Sava, Israel",2.99,1.5475,2022,1.0
Monastir,Tunisia,1.86,16.26,2.63,1.39,1.32,0.69,0.44,0.2,0.4,0.15,0.78,1.0,7.05,3.14,7.9,1.43,1.89,0.74,0.35,0.54,0.43,0.28,0.24,5.11,0.98,0.9,"Monastir, Tunisia",1.353333333,0.4,2022,1.0
Girona,Spain,12.64,52.69,8.43,2.37,3.16,1.98,1.69,1.2,0.93,1.09,1.26,2.63,8.69,8.27,11.33,2.22,2.97,2.09,2.96,2.0,1.03,0.97,1.03,5.27,1.47,0.98,"Girona, Spain",2.426666667,1.74,2022,1.0
Worcester,United Kingdom,14.15,61.5,7.38,5.23,4.92,3.69,2.07,1.58,1.11,1.14,1.49,2.57,6.56,6.66,11.07,2.64,1.17,1.78,2.84,1.01,0.86,0.78,1.05,10.46,2.61,2.67,"Worcester, United Kingdom",1.863333333,1.3725,2022,1.0
Delft,Netherlands,11.59,52.69,10.54,5.27,4.48,3.31,2.28,1.63,1.09,1.98,2.06,1.92,11.77,8.41,27.34,2.75,1.35,1.48,2.58,1.02,0.94,0.79,0.63,6.31,1.25,1.85,"Delft, Netherlands",1.86,1.3325,2022,1.0
Eastbourne,United Kingdom,36.9,79.95,7.38,3.08,4.0,3.4,1.61,1.23,0.94,1.26,1.85,2.31,8.0,10.74,9.64,2.31,2.28,3.08,1.81,3.08,2.46,1.46,2.46,7.38,2.15,2.52,"Eastbourne, United Kingdom",2.556666667,2.2025,2022,1.0
Diyarbakir,Turkey,2.95,8.05,2.95,1.88,1.74,1.18,0.46,0.14,0.71,0.31,1.28,1.18,4.2,2.97,7.02,0.64,1.09,0.59,1.0,0.53,0.4,0.64,0.25,5.1,1.99,1.95,"Diyarbakir, Turkey",0.773333333,0.6425,2022,1.0
Leuven,Belgium,15.81,79.03,9.3,4.58,4.21,3.29,2.74,2.36,0.96,1.72,2.19,2.43,12.59,8.92,18.36,2.25,1.77,2.05,2.59,1.91,1.07,0.99,0.67,7.38,1.55,2.48,"Leuven, Belgium",2.023333333,1.64,2022,1.0
Klagenfurt,Austria,12.64,52.69,8.43,4.06,3.42,3.0,2.63,2.24,1.16,4.39,2.87,3.32,18.18,12.64,16.51,1.98,1.53,2.81,3.42,1.16,1.16,1.61,0.56,6.32,1.11,1.79,"Klagenfurt, Austria",2.106666667,1.8375,2022,1.0
Olomouc,Czech Republic,6.49,36.77,6.49,1.73,1.73,2.01,1.38,1.15,0.88,1.22,1.98,1.94,11.12,7.14,11.62,1.57,1.48,1.99,2.36,0.81,0.82,1.24,0.63,5.19,0.78,1.57,"Olomouc, Czech Republic",1.68,1.3075,2022,1.0
Ancona,Italy,15.81,63.22,8.96,5.27,5.01,1.42,2.59,0.99,1.29,2.09,1.99,3.19,15.15,9.91,22.1,2.02,1.77,2.24,2.46,1.4,1.76,2.18,0.58,6.32,1.67,1.6,"Ancona, Italy",2.01,1.95,2022,1.0
Charlottesville,United States,15.0,77.5,8.43,6.0,7.0,4.49,2.0,1.86,1.24,2.36,4.98,,23.69,4.41,11.55,6.77,1.31,5.53,4.98,3.7,3.24,1.54,1.85,16.5,2.37,1.97,"Charlottesville, United States",4.536666667,3.365,2022,1.0
Red Deer,Canada,14.82,53.73,8.8,3.71,5.19,3.39,1.48,1.45,1.53,2.24,3.06,2.58,7.22,9.3,9.29,3.67,1.5,3.05,3.56,2.03,2.2,1.74,1.66,14.82,2.79,3.8,"Red Deer, Canada",2.74,2.3825,2022,1.0
Kamloops,Canada,14.82,50.03,7.41,4.08,3.89,3.1,1.91,1.17,2.95,2.73,3.41,4.26,8.89,11.86,17.97,3.94,1.37,3.93,2.93,2.29,2.77,2.18,1.36,11.86,2.22,2.25,"Kamloops, Canada",3.08,2.5425,2022,1.0
Dunedin,New Zealand,20.85,75.0,7.7,6.09,6.0,3.12,2.35,1.71,1.78,1.8,1.89,4.89,10.81,7.03,13.95,2.83,2.11,2.97,1.86,2.21,1.58,2.73,1.35,12.0,2.89,3.85,"Dunedin, New Zealand",2.636666667,2.095,2022,1.0
Maribor,Slovenia,8.43,36.35,6.32,2.74,2.85,1.76,2.09,1.25,1.03,1.04,1.29,2.51,8.61,8.03,10.8,1.68,1.71,1.88,2.37,1.43,1.14,1.32,0.62,5.27,1.38,1.81,"Maribor, Slovenia",1.756666667,1.565,2022,1.0
Bath,United Kingdom,16.61,89.18,8.0,5.9,6.03,3.81,2.02,1.46,1.17,1.34,1.89,3.05,6.46,5.62,14.76,1.48,1.13,2.15,2.36,1.62,2.05,0.81,1.58,9.84,3.16,1.96,"Bath, United Kingdom",1.586666667,1.71,2022,1.0
Herzliyya,Israel,16.15,102.76,14.68,8.81,8.22,3.52,2.94,2.54,1.8,2.79,2.45,3.81,14.36,10.96,20.94,3.11,2.29,1.65,1.73,1.42,1.38,1.69,1.71,11.74,2.86,3.45,"Herzliyya, Israel",2.35,1.555,2022,1.0
Szekesfehervar,Hungary,7.71,48.85,4.63,1.29,2.31,1.77,1.04,1.07,0.71,1.18,1.31,1.99,8.23,3.9,8.87,1.25,1.16,1.38,2.23,0.95,0.81,0.74,0.29,2.57,0.76,1.28,"Szekesfehervar, Hungary",1.263333333,1.1825,2022,1.0
Ceske Budejovice,Czech Republic,6.92,30.28,7.14,1.95,2.16,2.34,1.48,1.41,0.94,1.13,1.74,1.76,8.14,6.85,12.14,1.37,1.27,2.0,6.34,0.71,0.65,1.19,0.58,5.19,1.08,1.37,"Ceske Budejovice, Czech Republic",1.546666667,2.2225,2022,1.0
Tartu,Estonia,10.54,63.22,6.74,4.21,4.21,3.11,1.83,1.38,0.9,0.99,1.82,2.12,10.28,6.81,16.73,1.48,1.2,1.7,2.58,0.71,0.53,1.82,0.71,8.43,1.43,1.97,"Tartu, Estonia",1.46,1.41,2022,1.0
Suceava,Romania,5.57,25.69,4.92,1.5,1.97,1.33,1.2,0.96,0.95,0.87,1.39,1.52,4.92,4.68,5.57,0.67,1.18,0.93,1.71,0.48,0.55,0.77,0.58,4.28,0.67,1.04,"Suceava, Romania",0.926666667,0.8775,2022,1.0
Al Fujayrah,United Arab Emirates,9.12,37.81,6.53,7.15,6.96,5.0,1.67,1.71,2.69,1.62,5.08,4.49,8.96,8.57,12.1,2.32,1.83,4.45,1.45,2.49,1.44,3.64,0.82,13.61,7.67,15.67,"Al Fujayrah, United Arab Emirates",2.866666667,2.255,2022,1.0
Pardubice,Czech Republic,5.62,30.28,7.03,2.01,2.6,1.73,1.36,1.3,0.98,1.0,1.44,1.72,9.34,6.43,12.62,1.49,1.41,1.55,2.74,0.79,0.67,1.24,0.71,4.97,0.85,1.57,"Pardubice, Czech Republic",1.483333333,1.36,2022,1.0
Hradec Kralove,Czech Republic,6.49,34.61,6.92,1.84,2.05,2.62,1.54,1.19,0.9,1.35,1.8,2.12,10.24,6.08,8.8,1.46,1.23,1.52,2.7,0.93,0.91,0.87,0.67,5.19,0.96,1.61,"Hradec Kralove, Czech Republic",1.403333333,1.3525,2022,1.0
Chester,United Kingdom,18.45,83.03,8.0,4.86,4.92,3.78,2.05,1.54,1.23,1.7,1.53,2.07,7.07,7.07,8.74,2.13,1.64,1.64,1.97,0.9,1.11,1.31,1.1,9.84,2.08,3.08,"Chester, United Kingdom",1.803333333,1.3225,2022,1.0
Jonkoping,Sweden,9.68,62.95,9.1,6.68,6.68,3.89,1.83,1.67,1.29,2.26,2.34,3.21,9.17,9.03,13.54,2.74,2.42,2.44,3.24,1.55,1.26,1.82,1.38,8.23,2.05,2.11,"Jonkoping, Sweden",2.533333333,1.9675,2022,1.0
Presov,Slovakia,4.43,22.13,6.32,1.37,1.58,1.67,1.58,1.33,0.72,0.58,1.42,2.36,5.39,5.14,9.37,1.33,1.52,1.69,3.66,0.69,0.82,1.4,0.48,3.69,0.78,0.69,"Presov, Slovakia",1.513333333,1.6425,2022,1.0
Volos,Greece,10.54,42.15,7.38,3.16,4.74,3.09,1.46,0.53,1.31,1.04,2.04,3.3,8.89,7.55,12.03,1.29,1.47,1.13,1.87,0.76,0.79,0.99,0.79,4.74,1.69,3.95,"Volos, Greece",1.296666667,1.1025,2022,1.0
Mersin,Turkey,2.68,12.07,3.22,1.5,2.15,1.25,0.42,0.11,0.75,0.44,1.06,1.23,3.69,3.39,7.25,0.64,0.99,0.51,0.72,0.38,0.3,0.52,0.22,5.9,1.33,1.33,"Mersin, Turkey",0.713333333,0.48,2022,1.0
Como,Italy,18.97,79.03,8.59,5.27,5.01,1.73,2.77,1.46,1.5,1.83,2.63,3.56,20.37,13.0,21.34,2.11,2.05,1.93,2.11,1.87,1.93,1.79,0.75,7.38,1.84,2.9,"Como, Italy",2.03,1.925,2022,1.0
Osijek,Croatia,6.98,27.92,5.58,2.02,2.37,1.3,1.75,1.3,1.01,0.94,1.54,2.32,6.63,7.68,9.77,0.93,1.34,1.49,1.54,0.67,0.7,0.95,1.0,5.58,1.36,1.56,"Osijek, Croatia",1.253333333,0.965,2022,1.0
Lucerne,Switzerland,26.71,128.21,17.1,7.48,5.88,4.95,3.65,3.54,1.71,3.69,2.27,6.34,22.44,26.71,73.01,3.5,3.05,3.39,3.54,2.99,2.78,2.14,1.53,10.68,2.24,2.88,"Lucerne, Switzerland",3.313333333,2.8625,2022,1.0
Zilina,Slovakia,6.85,31.61,6.32,1.9,2.0,2.02,1.3,0.93,0.71,1.04,1.35,2.42,10.01,5.98,10.73,1.59,1.66,1.76,3.15,0.94,0.86,1.05,0.66,4.74,0.8,1.51,"Zilina, Slovakia",1.67,1.5,2022,1.0
Phuket,Thailand,3.6,28.8,7.2,2.16,3.74,2.57,0.74,0.42,1.71,1.41,1.08,1.51,16.87,2.09,8.35,2.9,1.13,2.12,1.4,1.11,1.14,1.33,0.49,18.72,1.45,2.3,"Phuket, Thailand",2.05,1.245,2022,1.0
Galway,Ireland,13.44,81.67,9.48,5.8,5.27,3.8,1.57,1.37,1.4,1.62,1.32,3.19,8.98,8.89,11.79,2.52,1.71,2.5,3.93,1.74,1.54,1.2,1.25,10.54,2.8,3.09,"Galway, Ireland",2.243333333,2.1025,2022,1.0
Aveiro,Portugal,7.38,31.61,6.85,2.11,2.63,1.4,1.48,1.08,0.79,1.22,1.12,2.06,7.63,6.26,8.96,1.59,1.15,1.54,1.75,1.11,1.11,1.13,0.38,3.16,1.41,1.69,"Aveiro, Portugal",1.426666667,1.275,2022,1.0
Banska Bystrica,Slovakia,6.06,31.61,6.32,1.74,1.84,2.29,1.46,1.18,0.77,0.91,1.32,2.61,7.64,5.68,12.07,1.51,1.65,2.11,3.33,0.98,1.15,1.1,0.78,4.21,0.95,1.79,"Banska Bystrica, Slovakia",1.756666667,1.64,2022,1.0
Szombathely,Hungary,8.23,36.0,5.14,1.21,1.8,2.0,1.17,0.95,0.59,0.7,1.07,1.33,6.81,3.99,11.57,1.18,1.09,1.16,2.27,0.87,1.2,0.86,0.35,2.31,0.67,1.05,"Szombathely, Hungary",1.143333333,1.3,2022,1.0
Ra`ananna,Israel,20.55,64.59,15.27,5.87,5.87,3.62,2.5,1.86,1.92,2.3,2.84,3.9,10.99,11.1,16.15,3.22,2.64,1.54,1.93,1.37,1.46,2.45,1.25,10.28,2.25,2.47,"Ra`ananna, Israel",2.466666667,1.8025,2022,1.0
Nitra,Slovakia,6.85,36.88,6.32,1.26,2.11,1.79,1.28,1.04,0.88,0.64,1.61,2.68,16.33,5.79,13.12,1.42,1.44,2.11,4.12,0.98,0.91,1.05,0.68,6.85,0.98,1.58,"Nitra, Slovakia",1.656666667,1.765,2022,1.0
San Miguel de Allende,Mexico,7.74,36.62,6.19,2.06,3.52,2.72,1.39,0.84,1.45,2.68,2.48,2.12,10.55,7.4,15.18,2.53,1.46,1.29,2.65,1.84,2.27,1.01,1.33,9.84,1.54,2.66,"San Miguel de Allende, Mexico",1.76,1.9425,2022,1.0
Zrenjanin,Serbia,6.73,22.44,5.39,2.56,1.97,1.46,1.28,0.98,1.01,0.51,2.62,2.33,9.28,4.67,7.12,0.95,1.29,1.31,1.37,0.51,0.67,0.55,0.51,3.59,0.99,0.99,"Zrenjanin, Serbia",1.183333333,0.775,2022,1.0
Zadar,Croatia,8.38,69.8,6.98,2.79,2.79,1.71,2.47,1.85,1.04,1.13,2.3,2.75,14.36,9.35,12.01,1.42,1.46,1.68,2.14,0.98,0.93,0.88,1.01,6.28,1.19,1.54,"Zadar, Croatia",1.52,1.2325,2022,1.0
Palmerston North,New Zealand,11.55,51.31,9.62,3.85,5.13,3.14,2.41,1.5,1.71,1.91,2.62,4.62,8.55,8.12,14.22,2.3,2.05,2.24,2.66,2.31,1.98,2.6,0.97,10.9,2.41,4.09,"Palmerston North, New Zealand",2.196666667,2.3875,2022,1.0
Antibes,France,15.81,63.22,9.48,6.32,4.74,3.34,3.86,2.24,1.01,1.9,1.69,3.89,30.82,10.4,15.81,2.74,1.95,2.76,3.56,1.77,3.29,1.19,0.47,7.38,2.53,2.11,"Antibes, France",2.483333333,2.4525,2022,1.0
Bitola,North Macedonia,3.06,15.28,2.55,1.61,1.87,1.27,1.22,0.88,0.97,0.57,1.22,1.75,5.7,5.34,9.0,0.66,1.16,0.91,1.06,0.55,0.49,0.47,0.38,4.24,0.77,0.99,"Bitola, North Macedonia",0.91,0.6425,2022,1.0
Antalya,Turkey,4.56,18.78,3.76,2.15,3.01,1.59,0.62,0.25,0.79,0.53,1.28,1.35,5.34,3.76,7.82,0.64,1.08,0.57,0.89,0.45,0.32,0.68,0.27,6.44,1.48,1.95,"Antalya, Turkey",0.763333333,0.585,2022,1.0
Walton upon Thames,United Kingdom,28.91,86.1,6.15,6.77,6.15,3.79,1.75,1.43,1.14,1.17,1.93,2.8,5.92,7.44,12.9,2.44,2.16,3.31,2.43,1.42,1.45,1.07,0.97,9.84,2.26,3.53,"Walton upon Thames, United Kingdom",2.636666667,1.5925,2022,1.0
Liepaja,Latvia,5.27,36.35,6.32,2.21,2.11,2.13,0.92,0.84,1.26,1.21,2.7,2.27,9.75,6.32,12.91,1.08,1.55,2.07,3.97,0.53,1.07,1.86,0.92,8.17,1.48,1.96,"Liepaja, Latvia",1.566666667,1.8575,2022,1.0
Prilep,North Macedonia,4.24,13.75,2.29,1.36,1.7,1.15,1.06,0.85,0.95,0.53,1.19,1.36,5.41,3.75,8.96,0.58,0.93,0.81,0.98,0.46,0.4,0.51,0.46,2.55,0.69,0.91,"Prilep, North Macedonia",0.773333333,0.5875,2022,1.0
Trnava,Slovakia,6.32,34.77,6.32,1.53,1.69,2.0,1.81,1.14,0.75,1.08,1.55,2.42,15.45,6.32,10.94,1.5,1.63,1.69,3.75,1.0,0.84,1.16,0.54,5.27,0.73,1.32,"Trnava, Slovakia",1.606666667,1.6875,2022,1.0
Ioannina,Greece,10.54,31.61,7.38,4.0,4.21,3.35,1.72,0.51,1.34,1.01,2.53,4.09,8.77,7.35,10.75,2.02,1.48,0.95,1.57,0.91,0.84,0.78,1.01,8.96,1.68,2.74,"Ioannina, Greece",1.483333333,1.025,2022,1.0
Denizli,Turkey,2.47,13.42,2.68,2.15,3.22,1.32,0.58,0.13,0.78,0.48,1.33,1.51,4.88,3.34,8.01,0.68,1.48,0.64,1.2,0.52,0.24,0.66,0.23,6.44,1.45,2.16,"Denizli, Turkey",0.933333333,0.655,2022,1.0
Trabzon,Turkey,2.41,13.42,2.95,1.48,1.48,1.41,0.51,0.13,0.68,0.4,0.83,1.17,3.4,2.13,6.56,0.74,1.6,1.2,1.07,0.45,0.35,0.48,0.38,4.15,1.56,1.54,"Trabzon, Turkey",1.18,0.5875,2022,1.0
Faro,Portugal,10.54,42.15,6.85,2.63,2.63,1.81,1.26,1.01,1.06,1.61,1.24,1.83,8.96,4.7,11.94,1.72,1.33,2.39,2.18,1.4,1.12,1.54,0.97,5.27,1.49,1.29,"Faro, Portugal",1.813333333,1.56,2022,1.0
Sopron,Hungary,6.43,30.85,5.53,1.76,1.93,1.63,1.15,1.14,0.81,1.37,1.63,1.9,9.17,4.4,10.28,1.54,1.25,1.88,2.41,0.82,1.07,0.96,0.28,2.57,0.69,0.86,"Sopron, Hungary",1.556666667,1.315,2022,1.0
Limerick,Ireland,15.81,73.76,9.48,5.48,5.24,3.54,2.01,1.51,1.1,1.39,1.16,3.07,7.67,9.21,11.2,1.79,2.06,2.25,2.04,1.49,1.23,0.98,1.07,10.54,2.54,2.82,"Limerick, Ireland",2.033333333,1.435,2022,1.0
Larnaca,Cyprus,15.81,52.69,7.9,4.21,4.74,4.01,2.24,0.94,1.95,1.97,2.42,3.12,11.85,8.18,12.72,2.42,1.97,1.89,2.62,1.29,1.11,0.74,1.11,7.38,1.55,2.69,"Larnaca, Cyprus",2.093333333,1.44,2022,1.0
Veszprem,Hungary,5.13,25.71,4.76,1.22,1.29,1.33,0.77,0.59,0.71,0.88,1.2,1.87,6.81,3.18,6.43,1.14,1.18,1.1,2.19,0.66,0.57,0.82,0.27,1.93,0.61,0.87,"Veszprem, Hungary",1.14,1.06,2022,1.0
Chania,Greece,13.17,52.69,7.38,3.95,5.27,3.36,2.0,0.76,1.66,1.12,1.76,4.49,10.36,5.44,9.17,1.87,1.81,1.3,1.65,0.93,0.74,0.64,0.9,6.32,1.91,3.29,"Chania, Greece",1.66,0.99,2022,1.0
Belize City,Belize,7.97,50.0,7.0,2.0,3.23,4.24,1.0,0.6,3.14,1.55,2.03,2.32,9.65,6.82,4.97,4.41,1.27,1.52,2.42,2.38,1.97,1.56,1.0,20.0,2.03,3.62,"Belize City, Belize",2.4,2.0825,2022,1.0
Mugla,Turkey,3.22,21.9,3.76,2.15,2.82,1.66,0.71,0.25,0.8,0.36,1.23,1.37,5.07,3.77,8.0,0.84,1.21,0.59,0.95,0.51,0.26,0.61,0.29,5.37,1.44,1.97,"Mugla, Turkey",0.88,0.5825,2022,1.0
Alajuela,Costa Rica,5.85,33.42,7.52,2.34,3.18,3.01,1.27,1.12,1.32,1.75,1.28,2.45,10.12,8.91,11.92,4.37,1.34,3.56,2.24,2.09,1.84,0.84,2.02,12.95,1.77,2.39,"Alajuela, Costa Rica",3.09,1.7525,2022,1.0
Vejle,Denmark,17.01,85.05,12.62,7.44,5.67,6.02,4.96,3.01,1.59,1.84,2.36,3.88,11.89,7.8,13.47,2.84,3.12,3.07,3.72,1.64,1.91,2.22,1.09,11.34,1.37,2.84,"Vejle, Denmark",3.01,2.3725,2022,1.0
Whangarei,New Zealand,28.86,70.55,8.98,5.77,6.25,3.37,2.24,1.89,1.68,1.96,2.39,5.4,10.26,7.75,15.39,2.11,1.91,2.4,2.03,1.7,1.36,2.73,0.76,8.98,1.9,2.31,"Whangarei, New Zealand",2.14,1.955,2022,1.0
Waterford,Ireland,20.02,89.57,9.48,5.53,5.27,3.57,1.6,1.49,1.35,2.16,2.1,3.08,7.97,9.49,10.19,2.59,2.05,3.03,2.0,2.16,1.37,1.05,1.52,13.17,2.35,2.63,"Waterford, Ireland",2.556666667,1.645,2022,1.0
Dubrovnik,Croatia,9.77,69.14,6.98,3.91,2.79,2.03,2.6,1.81,0.95,1.14,1.92,2.59,8.81,7.36,10.03,1.4,1.48,1.46,1.93,0.73,0.67,1.0,1.12,4.89,1.26,1.68,"Dubrovnik, Croatia",1.446666667,1.0825,2022,1.0
Fribourg,Switzerland,24.04,106.85,16.03,5.88,6.41,4.02,4.25,3.03,1.47,3.31,2.49,7.86,32.05,27.03,50.22,4.01,3.5,3.06,4.47,2.48,3.31,2.04,1.25,16.03,2.93,4.14,"Fribourg, Switzerland",3.523333333,3.075,2022,1.0
Celje,Slovenia,10.54,44.26,6.32,2.63,2.79,1.66,2.23,1.66,1.01,1.61,1.45,2.51,10.54,8.25,8.61,1.54,1.26,1.16,2.24,0.63,1.0,1.4,0.9,4.48,1.21,2.45,"Celje, Slovenia",1.32,1.3175,2022,1.0
Tromso,Norway,18.5,113.03,13.36,10.28,9.25,4.12,2.79,2.39,1.88,2.5,2.56,3.3,10.75,14.21,29.34,3.07,2.22,3.16,4.16,2.41,2.57,2.41,1.44,15.41,2.9,4.45,"Tromso, Norway",2.816666667,2.8875,2022,1.0
Kranj,Slovenia,7.9,37.93,5.27,2.58,2.63,1.54,1.95,1.45,1.03,1.16,1.65,2.32,13.96,9.35,11.94,1.48,1.26,1.9,1.93,1.12,0.95,1.0,0.53,5.27,1.15,1.71,"Kranj, Slovenia",1.546666667,1.25,2022,1.0
Paphos,Cyprus,12.64,42.15,7.38,2.74,3.16,3.16,1.81,0.83,1.63,1.42,1.84,2.86,9.38,7.21,8.58,2.03,1.31,1.4,2.0,0.74,0.76,0.54,0.72,6.56,1.08,1.77,"Paphos, Cyprus",1.58,1.01,2022,1.0
Aventura,United States,18.5,75.0,9.0,6.5,7.5,4.75,2.5,1.66,1.16,4.4,6.67,3.74,13.21,15.97,14.53,4.81,1.59,3.29,5.77,2.92,3.14,2.29,2.16,13.99,2.73,2.81,"Aventura, United States",3.23,3.53,2022,1.0
Neuchatel,Switzerland,19.23,90.82,13.89,6.41,4.27,4.36,4.14,3.47,1.6,3.21,2.81,5.37,21.01,24.04,44.07,6.77,3.95,2.49,4.45,2.49,3.13,2.31,1.64,10.68,1.89,2.49,"Neuchatel, Switzerland",4.403333333,3.095,2022,1.0
Zug,Switzerland,32.05,128.21,16.03,6.68,6.41,5.58,5.04,4.04,1.74,3.36,3.16,6.01,24.25,19.25,50.48,3.94,3.05,5.45,4.55,3.15,2.45,3.45,1.03,13.09,2.01,2.15,"Zug, Switzerland",4.146666667,3.4,2022,1.0
Subotica,Serbia,5.39,17.95,5.83,1.71,2.06,1.5,1.14,0.88,0.98,0.63,1.14,1.83,9.84,6.71,8.53,0.84,1.39,1.28,1.12,0.67,0.54,0.67,0.49,3.86,0.85,1.19,"Subotica, Serbia",1.17,0.75,2022,1.0
Sliema,Malta,15.81,79.03,8.96,4.21,4.21,2.57,2.28,1.58,1.12,1.17,3.13,3.33,9.62,8.89,18.0,3.05,2.31,3.17,2.49,1.81,1.83,1.51,1.12,7.9,1.97,2.67,"Sliema, Malta",2.843333333,1.91,2022,1.0
Heredia,Costa Rica,6.68,38.43,7.27,1.99,3.18,2.26,1.5,1.25,1.18,1.13,1.04,2.3,6.5,7.34,8.86,3.11,1.03,2.69,1.43,1.58,1.75,0.79,1.97,11.7,1.86,2.25,"Heredia, Costa Rica",2.276666667,1.3875,2022,1.0
Palm Springs,United States,20.0,75.0,9.76,5.0,9.0,4.54,2.1,1.38,1.17,4.13,3.12,4.16,10.39,16.52,20.93,4.41,1.97,3.95,5.71,2.77,3.15,1.55,1.4,10.38,1.7,2.23,"Palm Springs, United States",3.443333333,3.295,2022,1.0
Canakkale,Turkey,2.41,10.73,3.54,1.88,2.28,1.17,0.61,0.3,0.65,0.47,1.06,1.49,4.78,3.85,7.21,0.67,1.09,0.75,1.07,0.46,0.38,0.6,0.19,4.56,1.45,1.66,"Canakkale, Turkey",0.836666667,0.6275,2022,1.0
Blue Island,United States,25.0,100.0,11.0,6.0,7.5,5.0,2.33,1.81,1.1,3.85,4.83,3.5,18.46,16.41,14.68,6.2,2.03,6.14,6.06,2.86,5.82,3.0,2.75,20.0,4.29,4.75,"Blue Island, United States",4.79,4.435,2022,1.0
